-27385.33992454623	0	0	1	2
-27385.23478030273	0	0	2	3
-27385.636703745615	0	0	3	4
-27385.59609594934	0	0	4	5
-27385.671155034368	0	0	5	3
-27385.005686034827	0	0	3	6
-27385.246453597247	0	0	6	7
-27385.141881069616	0	0	7	2
-27385.156700246378	0	0	2	8
-27385.270360962764	0	0	8	9
-27385.246150089697	0	0	9	10
-27385.251565669634	0	0	10	9
-27385.12060396697	0	0	9	11
-27385.306495569163	0	0	11	12
-27385.38713449282	0	0	12	9
-27385.22500394292	0	0	9	13
-27385.432627521455	0	0	13	14
-27385.56812868574	0	0	14	15
-27385.379619406092	0	0	15	16
-27385.7181872219	0	0	16	15
-27385.493652646506	0	0	15	17
-27385.529057598873	0	0	17	18
-27385.526859135367	0	0	18	19
-27385.379145101462	0	0	19	20
-27385.611381279257	0	0	20	21
-27385.659577154613	0	0	21	22
-27385.503925332614	0	0	22	23
-27385.48937252041	0	0	23	24
-27385.685380506122	0	0	24	25
-27385.59676870039	0	0	25	26
-27385.710475770902	0	0	26	23
-27385.79472832968	0	0	23	27
-27385.708236581362	0	0	27	28
-27385.528718414404	0	0	28	29
-27385.436119869115	0	0	29	23
-27385.28773677897	0	0	23	19
-27385.033913634692	0	0	19	23
-27385.024232381424	0	0	23	30
-27385.0337818189	0	0	30	20
-27384.96180719267	0	0	20	31
-27384.530103611134	0	0	31	26
-27384.559128624263	0	0	26	32
-27384.73068948547	0	0	32	33
-27385.02804765286	0	0	33	34
-27384.9439419299	0	0	34	35
-27384.956267559766	0	0	35	36
-27385.110247190423	0	0	36	37
-27385.00855522499	0	0	37	34
-27385.19463307458	0	0	34	38
-27385.158059246107	0	0	38	39
-27385.140228008186	0	0	39	40
-27385.195905761495	0	0	40	41
-27385.078290431455	0	0	41	42
-27384.743325966178	0	0	42	41
-27384.92920957247	0	0	41	43
-27385.191618807083	0	0	43	44
-27385.318262328205	0	0	44	45
-27384.886426755205	0	0	45	38
-27385.073417932716	0	0	38	46
-27385.186088908617	0	0	46	38
-27384.96523942684	0	0	38	47
-27385.171701403247	0	0	47	48
-27384.76715908425	0	0	48	38
-27384.83331238922	0	0	38	49
-27385.05096981678	0	0	49	50
-27385.190652524867	0	0	50	51
-27384.895730295313	0	0	51	52
-27384.999070963375	0	0	52	53
-27384.923824224214	0	0	53	54
-27384.509463347524	0	0	54	55
-27384.432762964643	0	0	55	56
-27384.414514518445	0	0	56	57
-27384.21789849182	0	0	57	51
-27384.44406277902	0	0	51	58
-27384.352933793856	0	0	58	59
-27384.586330318467	0	0	59	52
-27384.466237267887	0	0	52	60
-27384.385723555723	0	0	60	61
-27384.562149645026	0	0	61	51
-27384.363945940473	0	0	51	62
-27383.857082147268	0	0	62	51
-27383.609734845668	0	0	51	63
-27383.89444102705	0	0	63	64
-27383.724282660183	0	0	64	65
-27383.96494832594	0	0	65	66
-27384.321089416815	0	0	66	67
-27384.265483061637	0	0	67	68
-27384.445903894375	0	0	68	69
-27384.466009272008	0	0	69	70
-27384.19945761597	0	0	70	71
-27383.91464354364	0	0	71	72
-27383.669055918825	0	0	72	67
-27383.394856449748	0	0	67	73
-27383.310756226027	0	0	73	74
-27383.554860450193	0	0	74	75
-27383.831413786087	0	0	75	67
-27383.86192474056	0	0	67	76
-27383.636685910333	0	0	76	69
-27383.792005578638	0	0	69	77
-27383.7347592046	0	0	77	78
-27383.508188567837	0	0	78	79
-27384.02611558723	0	0	79	80
-27384.089436229973	0	0	80	81
-27383.768397205924	0	0	81	82
-27383.794134614505	0	0	82	83
-27383.704286118904	0	0	83	84
-27383.928944758212	0	0	84	54
-27383.96071330249	0	0	54	85
-27384.147809690978	0	0	85	86
-27383.74573140181	0	0	86	87
-27383.81535024562	0	0	87	88
-27383.667948506627	0	0	88	67
-27383.76697605706	0	0	67	89
-27383.33380282721	0	0	89	84
-27383.383764892886	0	0	84	90
-27383.693614359618	0	0	90	91
-27383.713919736147	0	0	91	92
-27384.113632488177	0	0	92	93
-27384.096014483817	0	0	93	92
-27384.380758063126	0	0	92	94
-27383.924115380236	0	0	94	95
-27384.09195447692	0	0	95	96
-27384.520023985606	0	0	96	97
-27384.386059990986	0	0	97	98
-27384.353484959327	0	0	98	97
-27384.28903017919	0	0	97	99
-27384.05364425515	0	0	99	100
-27384.56898365842	0	0	100	101
-27384.21564497037	0	0	101	102
-27384.466288792177	0	0	102	103
-27384.490159560548	0	0	103	104
-27384.42436741363	0	0	104	105
-27384.721895812847	0	0	105	106
-27384.481886664304	0	0	106	107
-27384.863946422007	0	0	107	108
-27384.81177208802	0	0	108	109
-27384.856355440053	0	0	109	110
-27385.159745375946	0	0	110	111
-27385.051873574124	0	0	111	112
-27384.959030041027	0	0	112	113
-27385.164553442017	0	0	113	110
-27384.85029270772	0	0	110	108
-27384.659809653687	0	0	108	113
-27384.888093732137	0	0	113	114
-27384.743937870327	0	0	114	113
-27384.821171810883	0	0	113	110
-27384.49642489392	0	0	110	115
-27384.303675290794	0	0	115	116
-27384.480425319292	0	0	116	117
-27384.367999396643	0	0	117	118
-27384.50542827277	0	0	118	119
-27384.56441433124	0	0	119	120
-27384.283742206153	0	0	120	121
-27383.829168714983	0	0	121	122
-27383.83749851069	0	0	122	123
-27384.222804859288	0	0	123	124
-27384.480437117945	0	0	124	125
-27384.03791961056	0	0	125	126
-27384.202982251718	0	0	126	127
-27384.50794033038	0	0	127	128
-27384.396737187762	0	0	128	129
-27384.88650943061	0	0	129	130
-27384.901931459863	0	0	130	131
-27385.21758280341	0	0	131	132
-27384.941738775906	0	0	132	133
-27385.19489546514	0	0	133	134
-27385.04945466433	0	0	134	135
-27385.359084398333	0	0	135	128
-27385.036635180863	0	0	128	133
-27385.31365201936	0	0	133	128
-27385.0508421158	0	0	128	131
-27385.207009707286	0	0	131	136
-27385.33099947466	0	0	136	128
-27384.898010240482	0	0	128	137
-27384.319691156714	0	0	137	128
-27384.449459040654	0	0	128	138
-27384.50993849331	0	0	138	133
-27384.691718780792	0	0	133	139
-27384.55551356616	0	0	139	138
-27384.70144862415	0	0	138	128
-27384.7357235237	0	0	128	133
-27384.701524424912	0	0	133	140
-27384.376909758612	0	0	140	128
-27384.59036545348	0	0	128	141
-27384.741933576654	0	0	141	142
-27384.409956478565	0	0	142	131
-27384.626121653764	0	0	131	143
-27384.707096804268	0	0	143	128
-27384.433122424853	0	0	128	144
-27384.459484680992	0	0	144	128
-27384.419876108605	0	0	128	145
-27384.700203972454	0	0	145	146
-27384.575051516415	0	0	146	147
-27384.80081716548	0	0	147	128
-27384.77435745705	0	0	128	145
-27384.575917243063	0	0	145	131
-27384.80837531718	0	0	131	128
-27384.859369681333	0	0	128	148
-27384.7356968678	0	0	148	134
-27384.96880614196	0	0	134	128
-27384.93702116322	0	0	128	149
-27384.818849719104	0	0	149	128
-27384.704874408875	0	0	128	133
-27384.43904955198	0	0	133	150
-27384.74783314832	0	0	150	128
-27384.81763989201	0	0	128	151
-27384.794907346375	0	0	151	152
-27384.8350562915	0	0	152	128
-27384.668753483013	0	0	128	133
-27384.52037473902	0	0	133	153
-27384.519895958765	0	0	153	154
-27384.8248643485	0	0	154	155
-27384.52477134861	0	0	155	156
-27384.400069415024	0	0	156	155
-27384.2428794097	0	0	155	156
-27384.160986589035	0	0	156	157
-27383.84340480227	0	0	157	156
-27383.687914461538	0	0	156	158
-27383.938438953064	0	0	158	154
-27383.78180910639	0	0	154	159
-27383.911389170084	0	0	159	160
-27384.138006672438	0	0	160	156
-27383.80516374208	0	0	156	161
-27383.513207893917	0	0	161	162
-27384.00253201269	0	0	162	163
-27384.29246420897	0	0	163	164
-27384.25557266766	0	0	164	165
-27384.128802870557	0	0	165	166
-27383.98345831804	0	0	166	167
-27384.236718953365	0	0	167	168
-27384.022702805047	0	0	168	169
-27384.58482487699	0	0	169	170
-27384.56394030352	0	0	170	171
-27384.53432561886	0	0	171	167
-27384.639045835633	0	0	167	172
-27384.394850712695	0	0	172	173
-27384.231731334752	0	0	173	171
-27384.110099887523	0	0	171	174
-27384.34874581503	0	0	174	169
-27384.1409556308	0	0	169	172
-27384.090983597467	0	0	172	175
-27384.049334235704	0	0	175	176
-27384.43426984374	0	0	176	177
-27384.463916348803	0	0	177	178
-27384.580491145087	0	0	178	179
-27384.50648523905	0	0	179	180
-27384.748356355765	0	0	180	181
-27384.8693911219	0	0	181	182
-27384.976588307625	0	0	182	183
-27384.99690646892	0	0	183	184
-27385.10572396302	0	0	184	185
-27384.809052718043	0	0	185	183
-27384.85625237712	0	0	183	186
-27384.505533596486	0	0	186	184
-27384.173628734632	0	0	184	186
-27384.207479944387	0	0	186	184
-27383.9058960881	0	0	184	187
-27384.100525472804	0	0	187	184
-27384.329346947135	0	0	184	188
-27384.086108643354	0	0	188	189
-27384.142441776108	0	0	189	190
-27384.311909630236	0	0	190	191
-27384.134206627627	0	0	191	192
-27384.023195025038	0	0	192	193
-27384.15824111849	0	0	193	192
-27383.954810317133	0	0	192	194
-27383.75323446009	0	0	194	195
-27383.902488183543	0	0	195	196
-27384.25300510347	0	0	196	197
-27384.139182502273	0	0	197	198
-27384.11492820584	0	0	198	199
-27384.250006722024	0	0	199	200
-27384.34204773887	0	0	200	201
-27384.548203653176	0	0	201	202
-27384.62282859884	0	0	202	203
